# 六级单词表 · 共 5407 词 · 每 50 词一个单元
# 释义来源：ECDICT（MIT License）https://github.com/skywind3000/ECDICT
单词,音标,中文释义,英文释义
reserve,/ri'zә:v/,"n. 储备品, 贮量, 后备军, 自然保护区, 保留, 拘谨, 节制, 储备金；vt. 保留, 保存, 预订, 延期, 推迟",n. something kept back or saved for future use or a special purpose；n. (medicine) potential capacity to respond in order to maintain vital functions
reservoir,/'rezәvwɑ:/,"n. 贮水池, 贮藏处, 贮备, 水库；vt. 储藏",n. a large or extra supply of something；n. lake used to store water for community use
reside,/ri'zaid/,"vi. 住, 居留, 属于；[法] 居住",v. make one's home in a particular place or community
residence,/'rezidәns/,"n. 住宅, 居留, 驻扎, 居住期间；[医] 住房",n. any address at which you dwell more than temporarily；n. the official house or establishment of an important person (as a sovereign or president)
resident,/'rezidәnt/,"n. 居民, 常驻程序, 居住者, 留鸟；a. 居留的, 定居的",n. someone who lives at a particular place for a prolonged period or who was born there；a. living in a particular place
residential,/.rezi'denʃәl/,"a. 住宅的, 与居住有关的；[法] 有关居住的, 房产的:居所的, 适于居住的",a. used or designed for residence or limited to residences；a. of or relating to or connected with residence
residual,/'rezidju:l/,"a. 残渣的, 剩余的；n. 残渣, 剩余, 余数",n. (often plural) a payment that is made to a performer or writer or director of a television show or commercial that is paid for every repeat showing；a. relating to or indicating a remainder
resign,/ri'zain/,"vt. 辞职, 放弃, 使顺从；vi. 辞职, 屈从",v. accept as inevitable
resignation,/.rezig'neiʃәn/,"n. 辞职, 辞呈, 听从；[经] 辞职",n. acceptance of despair；n. the act of giving up (a claim or office or possession etc.)
resist,/ri'zist/,"v. 抵抗, 耐得住, 抵制, 反抗；n. 防染材料",v. stand up or offer resistance to somebody or something；v. withstand the force of something
resistance,/ri'zistәns/,"n. 抵抗力, 反抗, 耐力, 阻力, 电阻；[化] 抵抗; 抗性; 阻力; 抗药性; 电阻",n. the action of opposing something that you disapprove or disagree with；n. any mechanical force that tends to retard or oppose motion
resistant,/ri'zistәnt/,"n. 抵抗者, 反抗者；a. 抵抗的, 反抗的, 耐...的",s. impervious to being affected
resolute,/'rezәlu:t/,"n. 果断的人；a. 坚决的, 刚毅的, 毅然的",a. firm in purpose or belief; characterized by firmness and determination
resolution,/.rezә'lu:ʃәn/,"n. 解析, 决心, 坚定, 决定, 决议, 消除, 解答, 分解；n. 图形分辨率；[计] 图形分辨率",n. a formal expression by a meeting; agreed to by a vote；n. finding a solution to a problem
resolve,/ri'zɒlv/,"vi. 决定, 分解, 决心；vt. 使分解, 解析, 解决, 消除, 决心；n. 决定之事, 决心, 坚决",v. make clearly visible；v. find the solution
resonance,/'rezәnәns/,"n. 共鸣, 回声, 反响, 谐振, 共振；[化] 共振; 共鸣",n. an excited state of a stable particle causing a sharp maximum in the probability of absorption of electromagnetic radiation；n. a vibration of large amplitude produced by a relatively small vibratio…
resort,/ri'zɒ:t/,"n. 度假胜地, 手段, 凭借, 常去之地；vi. 诉诸, 常去",n. a hotel located in a resort area
resource,/ri'sɒ:s/,"n. 资源, 财力, 办法, 策略, 急智, 消遣；[计] 资源",n. available source of wealth; a new or reserve supply that can be drawn upon when needed；n. a source of aid or support that may be drawn upon when needed
respect,/ri'spekt/,"n. 尊敬, 尊重, 问候；vt. 尊敬, 注意, 遵守",n. (usually preceded by `in') a detail or point；n. an attitude of admiration or esteem
respectable,/ri'spektәbl/,"a. 值得尊重的, 人格高尚的, 相当数量的；n. 品格高尚的人",a. characterized by socially or conventionally acceptable morals
respectful,/ri'spektful/,"a. 表示尊敬的, 有礼貌的, 谦恭的",a. full of or exhibiting respect；s. feeling or manifesting veneration
respective,/ri'spektiv/,"a. 分别的, 各自的",s. considered individually
respectively,/ri'spektivli/,"adv. 各自地, 独自地, 个别地, 分别地",r. in the order given
respond,/ri'spɒnd/,"vt. 以...回答；vi. 回答, 响应, 回报, 有反应, 承担责任",v. respond favorably or as hoped
response,/ri'spɒns/,"n. 反应, 回答, 响应；[计] 应答",n. a result；n. a phrase recited or sung by the congregation following a versicle by the priest or minister
responsibility,/ri.spɒnsә'biliti/,"n. 责任, 职责, 负担, 可靠性；[化] 职责",n. a form of trustworthiness; the trait of being answerable to someone for something or being responsible for one's conduct
responsible,/ri'spɒnsәbl/,"a. 有责任的, 负责的, 责任重大的；[法] 应负责任的, 有责任的, 能履行责任的",a. worthy of or requiring responsibility or trust; or held accountable；s. being the agent or cause
restless,/'restlis/,"a. 不安静的, 慌张的, 休息不充分的；[医] 不安静的, 不宁的",s. worried and uneasy；s. ceaselessly in motion
restore,/ri'stɒ:/,"vt. 回复, 恢复, 归还, 修补, 修复；vt. 还原；vi. 还原；[计] 还原; DOS外部命令:从备份盘中取回文件",v. return to its original or usable and functioning condition；v. give or bring back
restrain,/ri'strein/,"vt. 抑制, 阻止, 束缚；[法] 抑制, 遏制, 制止","v. keep under control; keep in check；v. to close within bounds, limit or hold back from movement"
restraint,/ri'streint/,"n. 抑制, 克制, 束缚；[医] 约束, 拘束",n. the act of controlling by restraining someone or something；n. discipline in personal and social activities
restrict,/ri'strikt/,"vt. 限制, 限定, 约束；[医] 限制",v. place restrictions on；v. place under restrictions; limit access to
restriction,/ri'strikʃәn/,"n. 限制, 限定, 约束；[计] 限定",n. a principle that limits the extent of something；n. the act of keeping something within specified bounds (by force if necessary)
result,/ri'zʌlt/,"n. 结果, 成绩, 答案；vi. 产生, 结果, 致使；[计] 结果","n. something that results；v. issue or terminate (in a specified way, state, etc.); end"
resultant,/ri'zʌltәnt/,"a. 结果的, 合成的；n. 结果, 合力, 生成物",n. the final point in a process
resume,/ri'zju:m/,"vt. 重新开始, 取回, 恢复；vi. 再开始；n. 摘要, 个人简历；[计] 继续执行",v. take up or begin anew；v. return to a previous location or condition
retail,/'ri:teil/,"n. 零售；a. 零售的；vt. 零售, 详述, 传播；vi. 零售",n. the selling of goods to consumers; usually in small quantities and not for resale；v. be sold at the retail level
retain,/ri'tein/,"vt. 保持, 保有, 留住, 记得, 付定金聘请；[经] 保留, 留存",v. hold back within；v. allow to remain in a place or position or maintain a property or feature
retard,/ri'tɑ:d/,"n. 阻止, 延迟；vt. 妨碍, 延迟, 使减速；vi. 减速, 延迟",v. cause to move more slowly or operate at a slower rate；v. be delayed
retell,/ri:'tel/,"vt. 再讲, 重复, 重说","v render verbally, ""recite a poem""；v make into fiction"
retention,/ri'tenʃәn/,"n. 保持, 留置, 保留, 保持力, 保留物, 记忆, 停滞, 固位；[计] 保贸, 保持",n. the act of retaining something
retire,/ri'taiә/,"n. 隐居；vi. 引退, 退役, 退休, 退去, 撤退, 退却；vt. 使...撤退, 辞退",v. go into retirement; stop performing one's work or withdraw from one's position；v. withdraw from active participation
retirement,/ri'taiәmәnt/,"n. 退休, 隐居, 撤退；[经] 退休, 退股, (固定资产)报废",n. the state of being retired from one's business or occupation；n. withdrawal from your position or occupation
retort,/ri'tɒ:t/,"n. 反驳, 顶嘴, 蒸馏器, 曲颈甑；vi. 反驳, 回嘴, 反击；vt. 反击, 反驳, 蒸馏",n. a vessel where substances are distilled or decomposed by heat；v. answer back
retreat,/ri'tri:t/,"n. 休息寓所, 撤退, 隐居, 退避；vi. 撤退, 隐退, 向后倾；vt. 退(棋)",n. (military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat；n. a place of privacy; a place affording peace and quiet
retrieve,/ri'tri:v/,"vt. 取回, 挽回, 弥补, 恢复, 补偿, 回忆, 检索；vi. 找回猎物；n. 取回, 恢复, 救险球；[计] 检索","v. go for and bring back；v. run after, pick up, and bring to the master"
retrospect,/'retrәspekt/,"n. 回顾, 追忆, 回溯；v. 回顾, 追忆",n. contemplation of things past
reunion,/ri:'ju:njәn/,"n. 团圆, 重聚；[医] 再连合, 复连[合]",n. a party of former associates who have come together again；n. the act of coming together again
reveal,/ri'vi:l/,"vt. 露出, 显示, 透露, 揭露, 泄露, (神)启示；n. 窗侧, 门侧",v. disclose directly or through prophets
revelation,/.revi'leiʃәn/,"n. 揭露, 泄露, 发觉, 默示, 启示",n. an enlightening or astonishing disclosure；n. communication of knowledge to man by a divine or supernatural agency
revenge,/ri'vendʒ/,"n. 报仇, 复仇, 报复；vt. 报仇, 报复",v. take revenge for a perceived wrong
revenue,/'revinju:/,"n. 收入, 岁入, 税收, 税务局；[经] 岁入, 税收, 税务局",n the entire amount of income before any deductions are made；n government income due to taxation
reverse,/ri'vә:s/,"n. 相反, 背面, 倒退, 挫折, 失败；a. 反面的, 相反的, 反向的, 颠倒的；vt. 使颠倒, 使逆转, 使倒退, 使反向；vi. 倒退, 反向, 倒转, 反转；[计] 反转",n. a relation of direct opposition；n. the gears by which the motion of a machine can be reversed
review,/ri'vju:/,"n. 检讨, 复习, 回顾, 检阅, 评论；vt. 温习, 检讨, 评论, 再检察, 复审；vi. 复习功课, 写评论",n. an essay or article that gives a critical evaluation (as of a book or play)；n. (accounting) a service (less exhaustive than an audit) that provides some assurance to interested parties as to the re…
revise,/ri'vaiz/,"n. 校订, 修正, 改样；vt. 校订, 修正, 校正",v. make revisions in
revision,/ri'viʒәn/,"n. 校订, 修正, 修订本, 修订版；[计] 修订版",n. the act of revising or altering (involving reconsideration and modification)；n. the act of rewriting something
revive,/ri'vaiv/,"vt. 使苏醒, 使复兴, 使振奋, 回想起, 重播；vi. 苏醒, 复活, 复兴, 恢复精神","v. be brought back to life, consciousness, or strength；v. restore from a depressed, inactive, or unused state"
revolt,/ri'vәult/,"n. 叛乱, 反抗, 反感；vi. 叛乱, 反抗, 起义, 厌恶, 反感；vt. 使反感, 使恶心",v. make revolution
revolution,/.revә'lu:ʃәn/,"n. 革命, 大变革, 旋转, 转数, 循环；[化] 回转",n. a drastic and far-reaching change in ways of thinking and behaving；n. the overthrow of a government by those who are governed
revolutionary,/.revә'lu:ʃәnәri/,"n. 革命者, 革命党人；a. 革命的, 革命性的",s. markedly new or introducing radical change；a. relating to or having the nature of a revolution
revolve,/ri'vɒlv/,"v. (使)旋转, 反复考虑, 循环出现",v. turn on or around an axis or a center
reward,/ri'wɒ:d/,"n. 报酬, 酬谢, 赏金；vt. 奖赏, 酬谢, 给...应有报应",n. payment made in return for a service rendered；n. an act performed to strengthen approved behavior
rhythm,/'riðәm/,"n. 旋律, 节奏, 韵律, 匀称, 张弛节律；[医] 节律",n. the basic rhythmic unit in a piece of music；n. recurring at regular intervals
rib,/rib/,"n. 肋骨, 肋状物, 笑话；vt. 装肋状物于, 戏弄",n. support resembling the rib of an animal；n. any of the 12 pairs of curved arches of bone extending from the spine to or toward the sternum in humans (and similar bones in most vertebrates)
ribbon,/'ribәn/,"n. 缎带, 色带, 带状物；vt. 用丝带装饰, 把...撕成条状；vi. 形成带状；[计] 带状条, 格式栏",n. any long object resembling a thin line；n. a long strip of inked material for making characters on paper with a typewriter
rid,/rid/,"vt. 免除, 以...清除, 使获自由, 使摆脱；[法] 免除, 清除, 摆脱",v. relieve from
riddle,/'ridl/,"n. 谜, 谜语, 粗筛；vt. 解谜, 给...出谜, 筛, 寻根究底地检验, 充满于；vi. 出谜",n. a difficult problem；n. a coarse sieve (as for gravel)
rider,/'raidә/,"n. 骑手, (文件后的)附件, 扶手；[化] 游码",n. a traveler who actively rides an animal (as a horse or camel)；n. a clause that is appended to a legislative bill
ridge,/ridʒ/,"n. 脊, 山脊, 山脉；[医] 嵴, 脊, 棱线",n. a long narrow natural elevation or striation；n. any long raised strip
ridicule,/'ridikju:l/,"n. 嘲笑, 愚弄, 笑柄；vt. 嘲笑, 嘲弄, 愚弄",n. language or behavior intended to mock or humiliate；v. subject to laughter or ridicule
ridiculous,/ri'dikjulәs/,"a. 荒谬的, 可笑的",s inspiring scornful pity；s incongruous; inviting ridicule
rifle,/'raifl/,"n. 来复枪, 步枪；vt. 用步枪射击, 抢夺；vi. (抱有不良意图)迅速翻查",n. a shoulder firearm with a long barrel and a rifled bore；v. go through in search of something; search through someone's belongings in an unauthorized way
rig,/rig/,"n. 装备, 帆装；vt. 装配, 装扮, 给船装帆, 垄断, 操纵","n. gear (including necessary machinery) for a particular enterprise；n. formation of masts, spars, sails, etc., on a vessel"
rigid,/'ridʒid/,"a. 坚硬的, 刚性的, 严格的, 精密的, 刻板的",s. incapable of or resistant to bending；s. incapable of compromise or flexibility
rigorous,/'rigәrәs/,"a. 严厉的, 严酷的, 严格的, 苛刻的, 严密的, 精确的",s. rigidly accurate; allowing no deviation from a standard；s. demanding strict attention to rules and procedures
rim,/rim/,"n. 边, 轮缘, 框；vt. 镶边, 为...装边；vi. 形成边缘",n. the shape of a raised edge of a more or less circular object；n. (basketball) the hoop from which the net is suspended
rinse,/rins/,"n. 清洗, 染发, 染发剂；vt. 以清水冲洗, 漱, 漂清；vi. 被漂净",n. a liquid preparation used on wet hair to give it a tint；n. the removal of soap with clean water in the final stage of washing
riot,/'raiәt/,"n. 暴动, 喧闹, 放纵；vi. 发动, 暴动, 纵情, 放荡；vt. 浪费, 挥霍",n. a public act of violence by an unruly mob；v. take part in a riot; disturb the public peace by engaging in a riot
rip,/rip/,"n. 裂痕, 破绽, 拉裂, 浪子, 巨浪；vi. 被拉开, 裂开, 猛冲；vt. 撕, 扯, 劈",n. an opening made forcibly as by pulling apart；n. a stretch of turbulent water in a river or the sea caused by one current flowing into or across another current
ripe,/raip/,"a. 成熟的, 熟练的, 成年的；[医] 成熟的",a. fully developed or matured and ready to be eaten or used；s. fully prepared or eager
ripen,/'raipәn/,vt. 使成熟；vi. 成熟,v. cause to ripen or develop fully；v. grow ripe
ripple,/'ripl/,"n. 涟波, 涟漪, 波纹, 粗钢梳；vt. 使起涟漪；vi. 起微波, 起潺潺声",n. a small wave on the surface of a liquid；n. (electronics) an oscillation of small amplitude imposed on top of a steady value
rise,/raiz/,"n. 上升, 增加, 上涨, 高地, 升高, 出现；vi. 升起, 起身, 起立, 上升, 上涨, 增长, 高耸, 起义, 浮现；vt. 使飞起",n. a growth in strength or number or importance；n. the act of changing location in an upward direction
risk,/risk/,"n. 冒险, 危险, 保险额；vt. 冒...的危险, 冒险干",n. a venture undertaken without regard to possible loss or injury；n. the probability of becoming infected given that exposure to an infectious agent has occurred
ritual,/'ritʃuәl/,"n. 仪式, 典礼, 宗教仪式；a. 仪式的, 依仪式进行的",n. any customary observance or practice；n. the prescribed procedure for conducting religious ceremonies
rival,/'raivl/,"n. 对手, 竞争者；a. 竞争的","n. the contestant you hope to defeat；v. be the rival of, be in competition with"
roam,/rәum/,"v. 漫游, 闲逛, 徜徉；n. 漫步, 漫游","v move about aimlessly or without any destination, often in search of food or employment"
roar,/rɒ:/,"n. 吼, 咆哮, 轰鸣；vi. 吼, 大声说出, 叫喊, 喧闹；vt. 呼喊, 使轰鸣","n. the sound made by a lion；v. make a loud noise, as of wind, water, or vehicles"
roast,/rәust/,"n. 烤肉, 烘烤, 嘲笑；a. 烘烤的, 烤过的；vt. 烤, 炙, 烘焙, 嘲笑；vi. 烤, 炙, 烘焙","n. a piece of meat roasted or for roasting and of a size for slicing into more than one portion；v. cook with dry heat, usually in an oven"
rob,/rɒb/,"v. 抢夺, 抢掠, 剥夺",v. take something away by force or without the consent of the owner
robber,/'rɒbә/,"n. 强盗, 盗贼",n. a thief who steals from someone by threatening violence
robbery,/'rɒbәri/,"n. 抢掠, 抢夺；[法] 强盗, 抢劫, 劫掠",n. larceny by threat of violence
robe,/rәub/,"n. 宽松长袍, 礼服, 披肩, 覆盖物；v. (给)穿长袍",n. any loose flowing garment
robot,/'rәubәt/,"n. 机械人, 自动机械, 机械般工作的人；[计] 机器人; 自动机",n a mechanism that can move automatically
robust,/rәu'bʌst/,"a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的；[计] 健壮性","a. sturdy and strong in form, constitution, or construction；s. strong enough to withstand or overcome intellectual challenges or adversity"
rock,/rɒk/,"n. 岩石, 岩礁, 石头, 基石, 暗礁, 摇动, 摇滚乐；vt. 摇摆, 摇动, 使摇晃, 使动摇；vi. 摇, 摇动",n. a lump or mass of hard consolidated mineral matter；n. material consisting of the aggregate of minerals like those making up the Earth's crust
rocket,/'rɒkit/,"n. 火箭, 烟火；vi. 急升, 猛涨, 飞驰；vt. 用火箭运载",n. any vehicle self-propelled by a rocket engine；n. a jet engine containing its own propellant and driven by reaction propulsion
rod,/rɒd/,"n. 竿, 笞鞭, 小枝；[化] 棒",n. a long thin implement made of metal or wood；n. any rod-shaped bacterium
role,/rәul/,"n. 角色, 职责, 任务；[医] 作用, 功用",n. normal or customary activity of a person in a particular social setting
roll,/rәul/,"n. 卷, 滚动, 名单, 案卷, 压路机；vi. 滚, 滚动, 飘流, 起伏, 卷, 绕；vt. 使滚动, 卷, 绕",n. a list of names；n. photographic film rolled up inside a container to protect it from light
roller,/'rәulә/,"n. 滚筒, 滚轴, 压路机；[化] 滚柱; 托辊",n. a grounder that rolls along the infield；n. a long heavy sea wave as it advances towards the shore
Roman,/'rәumәn/,"n. 罗马人；a. 罗马人的, 罗马的",n. a resident of modern Rome；n. an inhabitant of the ancient Roman Empire
romance,/rәu'mæns/,"n. 冒险故事, 浪漫史, 传奇文学；vi. 写传奇, 作空想, 虚构",n. the group of languages derived from Latin；n. a novel dealing with idealized events remote from everyday life
romantic,/rәu'mæntik/,"a. 浪漫的, 风流的, 传奇性的, 夸大的, 空想的, 浪漫派的",n. a soulful or amorous idealist；a. belonging to or characteristic of Romanticism or the Romantic Movement in the arts
roof,/ru:f/,"n. 屋顶, 室顶；vt. 给...盖屋顶, 遮蔽",n. a protective covering that covers or forms the top of a building；n. protective covering on top of a motor vehicle
rooster,/'ru:stә/,"n. 公鸡, 栖息的鸟；[机] 炉篦",n adult male chicken
root,/ru:t/,"n. 根, 根本, 根源, 基础, 底部；vt. 使扎根, 使固定, 根除, 肃清, 搜出, 用鼻拱；vi. 生根, 固定, 源于, 用鼻拱土, 寻找, 捧场, 支持",n. (botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground；n. (linguistics) the form of a word after all…
rope,/rәup/,"n. 绳, 索, 粗绳, 绞索, 决窍；vt. 捆, 缚, 绑, 圈起, 以绳将...系住；vi. 拧成绳状",n. a strong line；v. fasten with a rope
rose,/rәuz/,"n. 玫瑰, 蔷薇, 玫瑰色；a. 玫瑰色的, 玫瑰花的；vt. 使成玫瑰色；rise的过去式",n. any of many shrubs of the genus Rosa that bear roses；n. a dusty pink color
rot,/rɒt/,"n. 腐烂, 腐蚀, 败坏；vi. 腐烂, 烂, 堕落, 憔悴；vt. 使腐烂, 使腐朽, 使堕落",n a state of decay usually accompanied by an offensive odor；n (biology) the process of decay caused by bacterial or fungal action
rotary,/'rәutәri/,"a. 旋转的, 轮流的；n. 旋转式机器",a. relating to or characterized by rotation
rotate,/'rәuteit/,"a. 辐状的；vt. 使旋转, 使转动, 使轮流；vi. 旋转, 循环；[计] 旋转",v. exchange on a regular basis；v. perform a job or duty on a rotating basis
rotation,/rәu'teiʃәn/,"n. 旋转, 循环, 轮流；[计] 旋转",n. the act of rotating as if on an axis；n. (mathematics) a transformation in which the coordinate axes are rotated by a fixed angle about the origin
rotten,/'rɒtn/,"a. 腐烂的, 恶臭的, 堕落的, 风化的, 虚弱的；[经] 腐烂的, 堕落的",s. having decayed or disintegrated; usually implies foulness
rough,/rʌf/,"n. 粗糙的东西, 毛坯, 未加工品, 梗概, 草图, 暴徒, 艰难；a. 粗糙的, 粗暴的, 蓬乱的, 草率的, 大致的, 简陋的, 暴风雨的, 艰难的；vt. 使粗糙, 使不平, 使蓬乱, 粗制, 草拟, 粗暴对待, 对...动粗；vi. 变粗糙；adv. 粗糙地, 粗暴地",n. the part of a golf course bordering the fairway where the grass is not cut short；a. having or caused by an irregular surface
roughly,/'rʌfli/,"adv. 概略地, 粗糙地, 粗暴地",r. with roughness or violence (`rough' is an informal variant for `roughly')；r. with rough motion as over a rough surface
roundabout,/'raundә.baut/,"a. 迂回的, 委婉的；n. 迂回路线","n a road junction at which traffic streams circularly around a central island；n a large, rotating machine with seats for children to ride or amusement"
rouse,/rauz/,"n. 觉醒, 奋起, 干杯；vt. 唤醒, 鼓舞, 激动, 使振奋, 惊起；vi. 醒来, 奋起",v become active；v force or drive out
route,/ru:t/,"n. 路径, 途径, 路线；vt. 确定路线, 按规定路线发送；[计] 传递, 路由设定程序",v. send documents or materials to appropriate destinations；v. send via a specific route
routine,/ru:'ti:n/,"n. 常规, 日常工作, 惯例, 例行公事；a. 日常的, 常规的；[计] 例程","n. an unvarying or habitual method or procedure；n. a set sequence of steps, part of larger computer program"
row,/rәu. rau/,"n. 排, 行, 街道, 划船, 吵闹；vt. 使成排, 划, 划船, 参加(赛船), 痛骂；vi. 划船, 划动, 争吵；[计] 行",n. an arrangement of objects or people side by side in a line；n. a long continuous strip (usually running horizontally)
royal,/'rɒiәl/,"n. 王室, 皇族；a. 王室的, 皇家的, 盛大的, 庄严的",n. a sail set next above the topgallant on a royal mast；n. stag with antlers of 12 or more branches
royalty,/'rɒiәlti/,"n. 皇室, 王族成员, 王权, 特权阶层, 庄严；[经] 特许权, 使用费, 使用税",n. payment to the holder of a patent or copyright or resource for the right to use their property；n. royal persons collectively
rub,/rʌb/,"n. 摩擦, 困难, 障碍, 磨损处；vt. 擦, 搓, 摩擦, 惹怒；vi. 摩擦, 擦破",n. the act of rubbing or wiping；v. move over something with pressure
rubber,/'rʌbә/,"n. 橡皮, 橡胶, 做摩擦动作的人, 按摩师, 决胜盘；vt. 用橡胶制造, 涂橡胶于",n. an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of products；n. any of various synthetic…
rubbish,/'rʌbiʃ/,"n. 废物, 垃圾, 胡说",n. worthless material that is to be disposed of；v. attack strongly
ruby,/'ru:bi/,"n. 红宝石, 深红色；a. 红宝石色的, 深红色的；vt. 使带红宝石色",n. a transparent piece of ruby that has been cut and polished and is valued as a precious gem；n. a transparent deep red variety of corundum; used as a gemstone and in lasers
rude,/ru:d/,"a. 粗鲁无礼的, 粗陋的, 粗暴的, 原始的, 未开化的, 大略的, 崎岖不平的, 狂暴的",s socially incorrect in behavior；s (of persons) lacking in refinement or grace
rug,/rʌg/,"n. 小块地毯, 揭露某人",n. floor covering consisting of a piece of thick heavy fabric (usually with nap or pile)
ruin,/ruin/,"n. 毁灭, 推翻, 废墟；vi. 毁灭, 衰败, 破坏, 破产, 堕落；vt. 使毁灭, 毁坏, 使破产",n. an irrecoverable state of devastation and destruction；n. a ruined building
rule,/ru:l/,"n. 规则, 统治, 控制, 支配, 规律, 标准, 章程, 破折号, 铅线；vt. 规定, 统治, 管理, 控制, 支配, 裁决；vi. 统治, 管辖, 裁定；[计] 规则, 水线",n. a principle or condition that customarily governs behavior；n. prescribed guide for conduct or action
ruler,/'ru:lә/,"n. 统治者, 管理者, 尺, 直尺；n. 划线板；[计] 标尺",n. a person who rules or commands
rumour,/'ru:mә/,"n. 谣言, 传闻；vt. 谣传",n gossip (usually a mixture of truth and untruth) passed around by word of mouth；v tell or spread rumors
runner,/'rʌnә/,"n. 跑步者, 赛跑者, 送信人, 走私船, 操作者, 滑槽；[化] 碾碎机; 压碎机",n. someone who travels on foot by running；n. a person who is employed to deliver messages or documents
rupture,/'rʌptʃә/,"n. 破裂, 断裂, 裂开, 决裂, 不和；v. (使)破裂",n. state of being torn or burst open；n. a personal or social separation (as between opposing factions)
rural,/'ruәrәl/,"a. 乡下的, 田园的, 乡村风味的；[法] 农村的, 乡村的, 有关农业的",a. living in or characteristic of farming or country life；a. of or relating to the countryside as opposed to the city
rush,/rʌʃ/,"n. 匆促, 冲进, 急流, 灯心草；vi. 冲, 奔, 闯, 赶紧, 匆促行事, 涌现；vt. 使冲, 匆忙地做, 突袭, 飞跃, 用灯心草做；a. 紧急的",n. a sudden forceful flow；n. grasslike plants growing in wet places and having cylindrical often hollow stems
rust,/rʌst/,"n. 锈, 生锈, 衰退；vi. 生锈, 衰退；vt. 使生锈, 腐蚀",n. a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture；n. a plant disease that produces a reddish-brown discoloration of leaves and stems; caused by various rust…
rusty,/'rʌsti/,"a. 生锈的, 腐蚀的, 生疏的, 顽固的, 腐烂的；[医] 锈色的",s. covered with or consisting of rust
ruthless,/'ru:θlis/,"a. 无情的, 残忍的, 毫不留情的, 彻底的；[法] 无情的, 残忍的",s without mercy or pity
sack,/sæk/,"n. 麻布袋, 洗劫；vt. 把...装入袋, 洗劫",n. a bag made of paper or plastic for holding customer's purchases；n. the quantity contained in a sack
sacred,/'seikrid/,"a. 神圣的, 献给上帝的, 庄严的, 祭祀的；[法] 神圣的, 不可侵犯的",a. concerned with religion or religious purposes；s. worthy of respect or dedication
sacrifice,/'sækrifais/,"n. 牺牲, 供奉, 祭品；vt. 牺牲, 祭祀, 贱卖；vi. 献祭","n. personnel that are sacrificed (e.g., surrendered or lost in order to gain an objective)；n. a loss entailed by giving up or selling something at less than its value"
saddle,/'sædl/,"n. 鞍, 马鞍, 车座, 鞍状物；vt. 装以马鞍, 使负担；vi. 跨上马鞍",n. a seat for the rider of a horse or camel；n. cut of meat (especially mutton or lamb) consisting of part of the backbone and both loins
sadly,/'sædli/,"adv. 悲痛地, 悲惨地, 悲伤地, 说来遗憾",r. in an unfortunate way；r. with sadness; in a sad manner
sadness,/'sædnis/,"n. 悲哀, 悲伤",n. emotions experienced when not in a state of well-being；n. the state of being sad
safe,/seif/,"n. 保险箱, 冷藏室；a. 安全的, 可靠的, 平安的, 稳健的, 有把握的",n. strongbox where valuables can be safely kept；n. a ventilated or refrigerated cupboard for securing provisions from pests
safeguard,/'seifgɑ:d/,"n. 保卫, 保护措施, 防护设施；vt. 保卫, 保护",v. make safe；v. escort safely
safely,/'seifli/,"adv. 安全地, 确实地",r. with safety; in a safe manner
safety,/'seifti/,"n. 安全, 保险, 平安, 保安设备；vt. 保护, 防护",n. the state of being certain that adverse effects will not be caused by some agent under defined conditions；n. a safe place
sail,/seil/,"n. 帆, 篷, 帆船, 航程, 帆状物；vi. 航行, 启航, 张帆而行；vt. 航行于, 驾船",n. a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel；n. any structure that resembles a sail
sailor,/'seilә/,"n. 水手, 船员, 海员；[法] 水手, 船员, 海员",n. any member of a ship's crew
Saint,/seint/,"n. 圣徒, 圣人；a. 神圣的；[计] 自动积分程序符号",n. a person who has died and has been declared a saint by canonization；n. person of exceptional holiness
sake,/seik/,"n. 目的, 缘故, 理由",n. a reason for wanting something done；n. Japanese alcoholic beverage made from fermented rice; usually served hot
salad,/'sælәd/,n. 色拉,n. food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens
salary,/'sælәri/,n. 薪水；vt. 给...加薪,n something that remunerates
sale,/seil/,"n. 出售, 卖, 拍卖, 销售额, 廉价出售；[经] 卖, 出售; 销售(货)",n. a particular instance of selling；n. the general activity of selling
salesman,/'seilzmәn/,"n. 售货员, 推销员；[经] 售货员, 店员, 推销员",n. a man salesperson
salmon,/'sæmәn/,"n. 鲑鱼, 大麻哈鱼；[医] 鲑",n. any of various large food and game fishes of northern waters; usually migrate from salt to fresh water to spawn；n. a tributary of the Snake River in Idaho
salt,/sɒ:lt/,"n. 盐, 风趣, 刺激；a. 含盐的, 咸的, 风趣的, 辛辣的；vt. 加盐于, 用盐腌",n. a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal)；n. white crystalline form of especially sodium chloride used to season and preserve food
salute,/sә'lu:t/,"vi. 行礼, 致意, 问候, 放礼炮；vt. 向...致意, 迎接, 赞扬；n. 招呼, 敬礼, 礼炮",n. an act of honor or courteous recognition；n. a formal military gesture of respect
