# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
quarrel with,,跟...吵架,
queue up,,排队等候,
quite a few,,相当多的,
rack one's brains,,绞尽脑汁,
rack with,/ræk wɪð/,充满，充斥着（负面情绪或感觉）：指某人或某物被负面情绪或感觉所充满或充斥。,
rail against,,"责骂,挑剔,抱怨",
rail at,,"责骂,挑剔,抱怨",
rake in,,迅速大量取得,
rake up,,耙在一起,
range over,,"包括,涉及;在…徘徊",
rank among,,"属于…之列,列在…当中",
rather than,,与其...不如...,
rattle off,,adv. 急促背诵地,
rattle on,,v. 喋喋不休地说; 开连珠炮,
reach a conclusion,/riːtʃ ə kənˈkluːʒn/,得出结论：经过思考或研究后做出判断或决定。；对……作出结论：对某事物进行思考或研究后做出判断或决定。,
reach a plateau,,达到瓶颈期：指在某个领域或某项活动中，进展到一定程度后停滞不前，难以再有进一步的提高或发展。,
reach the climax,,达到顶峰：指达到某个活动、过程或情节的最高点或最高潮。,
react against,,反抗,
read between the lines,,体会言外之意,
read out,,"宣告开除, 把...读出；[经] 读出, 宣读",
reckon in,,把…算进去,
reckon on,,"指望, 依赖",
reckon upon,,依赖，指望：指期望或依赖某人或某事的发生。,
reckon with,,"和...算帐, 认真对付",
reconcile oneself to,,"甘心于…,乐于…;顺从…",
reconcile to,/ˈrekənsaɪl tu/,使接受（不愉快的事物）：将某人接受某件不愉快的事物。；使顺从，使甘心：使某人顺从或甘心接受某事物。,
reconcile with,,与...和解,
reconciled to,/ˈrekənsaɪl tu/,使接受（不愉快的事物）：将某人接受某件不愉快的事物。；使顺从，使甘心：使某人顺从或甘心接受某事物。,
red alert,,紧急警报,
reel off,,一口气报出,
refer to,,"查阅, 提到, 谈到, 打听",
refer to as,,被称为，被认为,
refer to sb. as,,称呼某人为：用特定的称谓来称呼某个人，通常用于描述对某人的称呼或尊称。,
refer to sth. as,,暂无释义，可打开词卡用有道查询,
regard as,,把...认作,
regarded as,,被认为是，被视为，被看作,
regardless of,,"不注意, 不关心",
register for,,"登记参加,报名参加",
rein in,,"放慢, 止住, 控制",
relate to,,涉及,
relative to,,"相对于, 涉及；[计] 相对于",
relevant to,,[医]adj.有关的,
rely on,,"依赖, 依靠",
rely upon,,信赖，依赖,
remember to,,向…问好,
renew one's youth,,返老还童,
renew the heart and mind,,使精神面貌焕然一新,
require of,,对…的要求,
resent doing sth.,,暂无释义，可打开词卡用有道查询,
resent sth.,,暂无释义，可打开词卡用有道查询,
reside in,,存在,
resign from,,辞职,
resign one's position,,暂无释义，可打开词卡用有道查询,
resign oneself to,,使听从于,
resign oneself to extinction,,"束手待毙,自甘灭亡",
resign oneself to one's fate,,听天由命,
resist to,,抵抗：对抗某事物或某人攻击的行为。,
resistant to,,[医]adj.有抵抗力的，耐药的,
resolve on doing sth.,,"决心…,决定…",
resolve on sth.,,暂无释义，可打开词卡用有道查询,
resolve to do sth.,,暂无释义，可打开词卡用有道查询,
resort to,,"诉诸于, 采取；[法] 诉诸",
respond to,,"答复,响应,对…作出反应",
rest on,,"被搁在, 停留在, 信赖",
rest upon,,基于，取决于，依赖于；（目光）停留在……上，注视；（责任、义务等）落在……身上，由……承担,
result from,,"由...产生；[法] 由于, 由...引起",
result in,,"导致；[法] 产生, 导致",
reverse the verdict,,翻案：指对先前的判决或裁决进行改变或撤销。,
revolve around,,"旋转, 绕转; 环绕",
rid of,,"除去, 摆脱",
ride out,,"长途骑行; 安然渡过, 经受得住; 安全渡过",
right away,,立刻,
right to,,right to 后接名词或动词原形，表示“……的权利”或“有权（做）……”。,
ring off,,挂断电话,
ring up,,"(英)打电话, (美)把款项打在现金收入记录机上, 在现金收入机上记录所付钱款；[计] 环, 圈",
rip apart,,v. 把（某物）撕开，撕碎或彻底摧毁；使（社会、家庭、组织、关系等）分裂，破裂；严厉批评，抨击（某人或某事物，尤指针对其弱点、缺陷）,
rip off,,"撕掉；[法] 抢劫, 抢掠, 诈骗",
rise above,/raɪz əˈbʌv/,v. 克服，摆脱：不让自己受到困难、偏见等不利事物的影响、伤害或控制；超越，胜过：比某人或某事物更好、更出色；升到…之上，超过：向上移动至某位置之上，或温度、数量、水平等升高并超过某一标准。,
rise to,,上升到,
rise up,,起义,
risk doing sth.,,冒险做某事：指在某种情况下，故意或有意识地去做一件可能带来风险或危险的事情。,
rob of,,抢劫,
rob sb. of sth.,,抢劫(某人)的(某物),
roll in,,蜂拥而来；[电] 转入,
roll up,,"滚滚上升, 卷起, 到达, 出现, 积累成；[化] 卷起",
root out,,"用鼻拱出, 发现",
rope in,,<非正>说服（某人）（参与某项活动）; 拉拢; 笼络,
round off,,"完成, 把...修圆磨光；[电] 结束",
round the clock,,连续一整天,
round the corner,,"在拐角处, 在附近, 即将来临",
round up,,"围捕, 使集拢；[经] 综述, 摘要, 使数目恰恰好",
rub it in,,"反复讲别人不爱听的事, 反覆讲令人不快之事, 触人痛处",
rule against,,否决,
rule out,,"划去, 排除, 取消；[经] 排除",
run a risk,,冒险,
run across,,"偶遇, 跑着穿过",
run after,,"追捕, 追求, 照顾",
run away with,,"带...潜逃, 轻易获得, 消耗, 轻易接受, 失控；[法] 潜逃, 同...私奔",
run down,,"跑下, 用完, 停止, 逐渐恶化, 撞倒, 搜索到, 追溯, 贬低；[法] 停止, 诽谤, 搜捕",
run into,,"跑进, 撞上, 遭遇, 陷入, 达到",
run off,,"逃跑, 流掉, 进行决赛, 进行；[经] 市场上最后一笔交易, 最后价格",
run off with,,与……私奔：离开某人或某地与某人私奔并建立性关系。；偷走：带走某物，尤指未经允许带走并占为己有。；轻松获胜：轻松赢得某物。,
run out,,"跑出, 离开, 流逝, 期满, 被用完, 被放出去, 伸向, 逐出；[法] 背弃, 遗弃, 逃避",
run out of,,用完,
run over,,"跑过去, 溢出, 超过限度, 扼要复述, 匆匆看, 辗过；[化] 沸腾翻出",
run riot,,"跟错踪迹, 胡闹, 肆无忌惮, 茂盛",
run through,,"跑着穿过, 刺, 戳, 排练, 挥霍, 贯穿",
run to,,"跑向, 达到, 发展到, 趋向",
run up,,"向上跑, 赶制, 迅速积累, 升, 高涨；[经] (债款等)迅速累积, 台高(价格),(物价)高涨",
run up against,,"意外地碰到, 偶遇, 撞上",
rush out,,仓促地跑出; 赶着生产出; 冲出,
rustle up,,"草草弄好, 凑集到",
sacrifice one's life for,,就义，舍弃生命,
sacrifice oneself for,,为…而牺牲,
safe and sound,,安然无恙的,
sail through,,轻快地走过,
salute with eyes,,注目礼：指用眼神向某人致敬或表示敬意，通常用于场合不便或不适合行注目礼的情况。,
salute with rifle,,暂无释义，可打开词卡用有道查询,
salute with the hand,,行举手礼,
save for,,存钱作…之用,
save up,,"储蓄, 贮存",
scale down,,[计] 按比例缩小；[化] 按比例缩小,
scarcely when,,暂无释义，可打开词卡用有道查询,
scheme out,,设计出,
scoff at,,"v. 嘲笑,藐视",
scrape by,,靠…勉强度日,
scrape through,,勉强通过,
scrape together,,"积蓄,凑集,勉强凑足",
scrape up,,"积攒, 拼凑到",
screw up,,"拧紧, 鼓舞, 振作",
seal off,,把...封锁起来；[经] 封印破损,
second only to,,仅次于：比（某事物或某人）稍微不重要。,
second to none,,首屈一指,
see about,,"查询, 留意于, 料理",
see eye to eye,,"完全一致, 有相同的看法",
see off,,送行，送别; 把（某人）赶走; 欢送,
see out,,"送某人出门;看完,坚持到底",
see red,,火冒三丈,
see that,,"注意,必须做到,保证",
see through,,"看穿, 识破",
see to,,"负责, 注意",
see to it that,,照料好,
seeing that,,"conj. 鉴于, 既然",
seek out,,"搜出, 挑出",
seize on,,"抓住, 占有",
seize up,,中止,
seize upon,,抓住，抓紧：突然、强制或紧紧抓住（一个物体）。；采纳，接受：迅速接受、理解和采纳（一个计划、想法、意识形态、事业、实践方法等）。；吸收，吞并：将（一个想法、人物、事件等）视为自己的，吸收、吞并、吸纳、并用于自己的目的。,
sell off,,"廉价卖清；[经] 廉价出清(存货),(证券的)跌价",
sell on,,使人想买,
sell out,,"卖完, 出卖, 背叛；[经] 卖完, 出售货物, 商品售缺",
sell up,,"卖完, 为还债而变卖",
send away,,"发送, 打发走, 解雇",
send by dispatch,,把作快件发,
send for,,"召唤, 派人去拿",
send in,,"递送, 命(或请)...进来",
send in one's resignation,,提出辞呈：指向雇主或组织提交书面辞职申请。,
send off,,"寄出, 派遣, 给...送行",
send off for,,函购某物,
send out,,"发送, 派遣, 放出",
send up,,"发出, 射出, 呈交, 使上升",
sensitive to,/ˈsensətɪv tu/,对……敏感，容易受到某种事物的影响或刺激，引起强烈的反应或感受,
serve out,,"分发,分配",
serve sb. right,,活该,
serve up,,端上桌; 上菜; 提供; 发送,
set a limit to,,限制…,
set about,,"开始, 散布；[法] 着手, 开始",
set against,,"用...抵消, 使对立, 反对",
set apart,,"使分离, 留出",
set aside,,"留出, 不顾, 取消, 驳回；[法] 撤销, 废止, 宣告无效",
set back,,"阻碍, 使受挫折, 往回拨",
set down,,"放下, 使下车, 使着陆, 记下, 登记, 把...归于, 把...看作, 制定；[法] 放下, 卸下, 写下",
set fire to,,点燃,
set forth,,"阐明, 宣布, 提出, 陈列, 出发；[法] 陈述, 阐明, 宣布",
set free,,"释放；[法] 释放, 使获自由",
set in,,"开始, 到来, 上涨, 插入, 流行",
set off,,"出发, 开始, 引起, 衬托, 点缀, 抵销, 分开, 划分；[法] 抵销",
set on,,"攻击, 前进, 怂恿, 使开始",
set one's heart on,,全心全意追求：强烈渴望并全心全意追求某事物。,
set out,,"出发, 开始, 陈列, 宣布, 陈述, 栽种, 设计...的布局, 测定；[法] 发表, 宣布, 打算",
set sail,,"张帆, 开航",
set store by,,重视,
set the ball rolling,,开始活动,
set the fashion,,开创新风尚,
set the pace,,"领先, 起领头作用",
set up,,设立；[化] 调定; 装置妥; 装置妥当; 装置; 装备; 建立,
settle down,,"使舒服地坐下, 定居, 平静下来, 专心于",
settle for,,满足于,
settle in,,在新居安顿下来,
settle into,,有头绪，上正轨,
settle on,,"决定, 选定; 看中; 看上; 相中",
settle up,,"付清, 了结",
settle upon,,决定，选定：指做出决定或选择某个特定的事物。,
sew up,,"缝合, 缝入, 解决, 决定",
shade into,,v. 渐渐变为,
shake down,,"摇落, 临时搭铺, 适应新环境；[法] 敲诈, 勒索, 搜查",
shake off,,"抖落, 摆脱",
shake up,,"摇匀, 摇松, 摇醒, 重组, 震动, 震惊",
shape up,,"成形, 形成, 顺利发展",
shelter from,,躲避,
shield from,/ʃiːld frəm; ʃiːld frʌm; ʃiːld frɑːm/,保护，遮蔽：用物体、身体或措施来保护或遮蔽某人或某物，使其免受伤害或影响；隐瞒，遮掩（秘密、信息等），使不被看见或知道。,
shield one's eyes with one's hand,,暂无释义，可打开词卡用有道查询,
shoot at,,"向...射击, 力争",
shoot down,,击落,
shoot up,,"射出, 发芽, 暴涨",
shop around,,"逐店进行搜购, 到处寻找好职业, 到处寻找好主意",
shop round,,巡店,
shore up,,支持,
short of,,"缺乏, 达不到, 除...以外",
shoulder to shoulder,,"肩并肩地, 齐心协力地",
shout down,,大声呼喊使不能继续讲下去,
shove off,,"开船, 离开",
show concern for sb.,,对某人表示关心,
show in,,"领进来,引进",
show off,,"炫耀, 卖弄, 使显眼",
show originality,,独具匠心,
show out,,送出（客人）,
show to,,使某物能够被看到：指通过某种方式展示或展示给他人，使其能够看到。,
show up,,"揭露, 露出, 露面",
shrink away,/ʃrɪŋk əˈweɪ/,因害怕而后退，畏缩，退缩，躲避：指因为害怕或不安而向后退缩或躲避。,
shrink back,,"退[畏]缩, 害怕; 退却",
shrink from doing,,畏缩不敢做,
shrug away,,耸肩摆脱：表示对某事不屑一顾或不予理睬的动作，通过耸肩表示对某事的不关心或不在意。,
shrug off,,"耸肩表示蔑视, 抖落, 摆脱",
shut away,,关起来,
shut down,,关闭；[化] 停产; 停车; 停炉; (发动机)熄火,
shut in,,"关进, 禁闭, 降临",
shut off,,"关掉, 切断；[化] 截断(电流)",
shut out,,"关在外面, 遮住, 防止, 使不能得分",
shut sth. down,,关闭某个业务或大型设备，或者有人关闭它，使其停止运行：指将某个业务、大型设备等停止运行，通常是通过关闭开关或执行特定的操作来实现。,
shut up,,"关闭, 监禁, 住口, 保藏",
shy away from,,（由于羞怯等）躲开[避开],
sick of,,"厌倦了, 厌烦了",
side against,,联合反对…,
side by side,,"并排, 并肩",
side referee,,边裁判员；边裁判,
side with,,"同意, 站在...的一边",
sign away,,签字放弃,
sign for,,签领,
sign in,,"签到, 签收；[计] 注册",
sign off,,"停止广播, 停止活动",
sign on,,"签约雇用, 开始广播",
sign out,,签名登记离开,
sign up,,"签约参加工作, 签约雇用",
sign up for,,报名参加：注册或报名参加某项活动、课程、会议等。；注册：创建一个账户或成为某个组织的成员。,
single out,,挑选; 抉,
sink in,,"完全被弄懂, 渗入, 透入",
sit around,,"坐着不干, 袖手旁观",
sit back,,"不采取行动, 向后靠着坐",
sit by,,"坐在旁边, 守护照料, 无动于衷",
sit down,,"坐下, 占据, 参加静坐罢工(或示威)",
sit in on,,"列席, 旁听",
sit out,,"袖手旁观, 比...坐得久, 坐到结束, 坐在户外",
sit through,,"坐着捱到结束, 耐着性子看完",
sit up,,"坐起, 端坐, 熬夜, 诧异",
size up,,"估计, 合格",
skeptical about,,暂无释义，可打开词卡用有道查询,
sketch out,,"草拟, 概略地叙述",
sleep off,,用睡觉消除,
sleep through,,睡过头,
slip by,,荏苒；蒙混过关,
slip in,,悄悄溜入；偷偷溜进去,
slip through,,悄悄通过,
slip up,,"疏忽；[法] 犯错误, 失误, 疏忽",
slow down,,(使)慢下来,
slow up,,(使)慢下来,
small scale,/ˌsmɔːl ˈskeɪl/,adj. 小规模的，规模或范围有限的，适度的；缩小比例的，按较小比例绘制或制作的，小型的,
smash into a wall,,撞墙：指物体或人以很大的力量撞击到墙上。,
smash the record,,刷新记录,
smell of,,有...的气味,
smooth away,,消除...,
smuggle in,/ˈsmʌɡl ɪn/,走私进入：将非法物品或人员秘密地带入某个地方，通常是违反法律的行为。,
smuggle out,,"[法] 掩盖, 回避, 逃避",
smuggled goods,,"[经] 走私货, 漏税货",
snap out of,,摆脱：停止处于或使（某人）停止处于（不快的状态、情绪、白日梦等）。；清醒过来：突然停止（做白日梦等）；突然恢复清醒。；振作起来：停止陷入（不快的状态、情绪等）。,
snap up,,抢购,
snatch at,,抓取,
sneak away,,溜号,
sneak in,,偷偷地走进；[法] 潜行进入,
sneak off,,蹽；溜；开小差,
sneak out,,偷偷地走出,
sniff out,,"发现, 寻找",
so and so,/ˈsəʊ ən səʊ/,某人或某物：用于指代某人或某物，但不具体提及其姓名或名称。通常用于表示不满、轻蔑或不耐烦的情绪。,
so as to,,"使得, 以致",
so far,,迄今为止,
so far as,,"远至…;就…来说,在…范围内,至于",
so far as…be concerned,,暂无释义，可打开词卡用有道查询,
so long,,再见,
so long as,,只要,
so so,,"勉强过得去, 一般",
so that,,所以,
so to speak,,"可以这么说, 打个譬喻说",
soak up,,吸收,
solution to,/səˈluːʃn tu/,……的解决方案；……的解答；（数学）……的解,
something of,,"在某种意义上, 在某种程度上",
something of a,,"有…的味道,有点像…",
sooner or later,,迟早,
sort of,,有几分地,
sort out,,挑选出,
sort things out,,整理事物：解决问题或混乱的情况，使其变得有序或清晰。,
sound out,,试探,
space out,,隔开,
spark off,,"导致, 为…的直接原因",
speak for,,"代表...讲话, 要求得到, 订购",
speak for itself,,不言而喻,
speak for themselves,,自证不疑：某些事实或证据已经足够明显，不需要进一步解释或证明。,
speak out,,"大胆地说, 大声地说",
speak up,,"更大声地说, 大胆说出, 无保留地说出",
speculate about,/ˈspekjuleɪt əˈbaʊt/,猜测，推测：根据不确定的信息或证据进行推测或猜测。,
speed up,,加速；[经] 加速,
spell out,,"讲清楚, 清楚地说明",
spin out,,"消磨, 拖延",
spirit away,,"偷走, 拐走",
spit out,,吐出…; 愤怒地说; 唾,
split up,,<非正>瓜分; 劈成; （使）分成若干小部分; <非正>（使）断绝关系,
sponge off,,"（用海绵）拭去, 除去; 依赖…生活",
spot on,,"完全正确的; 精确的, 准确的",
spread out,,"伸展, 延长; 分散; 铺设; 衍",
spring up,,出现,
sprout up,,v. 长出新的叶子、新芽、毛发等，或开始生长；引申指突然大量出现、迅速涌现,
spy on,,"侦查, 暗中监视",
square off,,摆出自卫或攻击的架式,
square up,,"清帐, 摆好架势；[经] 清帐, 结算清楚",
stab in the back,/stæb ɪn ðə bæk/,背后一刀：指在关键时刻背叛或出卖某人，特别是在他们最需要支持的时候。,
stab sb. in the back,,"在某人背后刺上一刀,暗害某人",
stamp on,,"踩踏, 阻拦",
stamp out,,"扑灭, 踩灭",
stand a chance of,,有可能：有成功或获胜的可能性。；没有机会：没有成功或获胜的机会。,
stand at salute,,立正敬礼,
stand at the salute,,暂无释义，可打开词卡用有道查询,
stand by,,"支持, 遵守, 袖手旁观, 准备行动；[经] 备用, 支持, 作好准备",
stand down,,"离开证人席, 退出, 顺潮航行；[法] 离开证人席, 退休, 撤退",
stand for,,"代表, 代替, 象征, 支持, 担任...的候选人；[法] 代替, 代表, 拥护",
stand guarantee for,,替…担任保证人,
stand in,,"代演员站位, 使花费",
stand in awe of,,"敬重,敬畏…",
stand in for sb.,,代替某人：暂时代替某人担任职责或角色。,
stand off,,"疏远, 离岸, 避开；[法] 避开, 不接近, 临时解雇",
stand on,,站立在...上,
stand on one's dignity,,坚持要求别人尊重自己：指坚守自己的尊严，不容忍他人对自己的不尊重或侮辱。,
stand out,,"突出, 坚持抵抗",
stand out against,,在…的衬託下显得很突出,
stand up,,"站起来, 竖立, 站得住脚, 经得起",
stand up for,,"支持；[法] 坚持, 维护, 辩护",
stand up to,,"经得起..., 勇敢地面对, 抵抗",
start from scratch,,"从起跑线开始, 从头开始",
start off,,"出发, 开始",
start on,,开始,
start out,,"出发, 动身",
start up,,"突然站起, 突然出现, 发动, 开动",
stay far from,,远离：保持距离，不接近或不涉足某个地方或某个人。,
stay on,,继续停留,
stay out,,呆在户外,
stay put,,"装牢, 留在原处不动",
stay up,,不睡觉,
stay up late,,深夜不睡，迟睡; 熬夜,
steal away,,溜掉,
steam up,,"促进, 使发怒, 使有蒸汽",
steer by,,"绕过,躲过,避过…",
steer clear of,,"避开, 绕开",
steer for,,"驶向,驶往,前往…",
steer past,,暂无释义，可打开词卡用有道查询,
stem from,,"起源于,出自,出身于…",
step aside,,避开,
step by step,,逐步地,
step down,,"走下, 逐步减低, 辞职, 下台",
step in,,"走进, 干涉, 作短时间的非正式访问",
step to,/step tu/,挑战、对抗或与某人打斗，应对挑战或与某人对抗，立即或紧急开始一个项目或计划：指与某人进行挑战、对抗或打斗，或者应对挑战、对抗；也可以表示立即或紧急开始一个项目或计划。,
step toward,,向……迈出一步：采取行动朝着某个目标或方向迈进。,
step towards,,朝……迈出一步：表示朝着某个目标或方向迈出行动的一步。,
step up,,"走近, 逐步增加, 提升, 提高",
sth. be familiar to sb.,,暂无释义，可打开词卡用有道查询,
stick around,,逗留,
stick at,,"迟疑, 犹豫, 坚持",
stick by,,忠于,
stick one's nose into,,干涉或试图干预与自己无关的问题：指某人插手或干涉与自己无关的事务或问题。,
stick out,,"(使)突出, (非正式)明显, 醒目",
stick out for,,坚持索取,
stick to,,粘住,
stick together,,"团结友爱, 互相支持",
stick up for,,"支持, 维护",
stick with,,继续做; 跟着…; 插满,
still less,,更少,
stir up,,"激起, 鼓动, 煽动；[化] 搅拌",
stir up discontent,,煽动不满：故意煽动或引起不满、不满意或不满足的情绪或情感。,
stock up,,备货,
stop by,,顺便访问,
stop off,,"中途停留；[机] 虚筋, 挡块",
stop over,,[经] 中途停留,
straight away,,立即; 马上,
straight off,,"立即, 马上; 痛痛快快",
stray from,/streɪ frəm/,v. 离开，走离（道路、地点或群体等）；偏离，背离（主题、要点、计划、目标、原则等）,
stray from the right path,,"偏离正道,走入歧途",
stray off,,偏离：离开原来的路线或方向：不小心离开原来的路线或方向，通常是指在行进中或做某事时不经意地偏离了原来的计划或目标。,
stray off the right path,,暂无释义，可打开词卡用有道查询,
strike an attitude,,装腔作势,
strike off,,"击断, 删去, 印出；[经] 勾销, 取销",
strike out,,"狠打, 冲压成, 产生, 勾掉；[法] 打击, 搞出, 设计出",
strike up,,"开始演奏, 建立起, 使开始",
string along,,"欺骗, 引入歧途",
string along with,,"陪伴, 追随, 忠于",
string out,,"排列成行, 拖延时间",
strip off,,"剥去,脱去,除去",
strip sb. of sth.,,暂无释义，可打开词卡用有道查询,
stumble across,,偶然发现,
stumble on,,"无意中发现,偶然找到",
stumble upon,,偶然发现,
sub for,,暂无释义，可打开词卡用有道查询,
subject to,,"使服从, 使遭受；[经] 有待查实, 受限于, 由于",
submit to,,"使服从, 使受到, 服从, 忍受, 顺从",
subordinate to,,adj. 从属于；地位较低；不如…重要（通常作 be subordinate to）；v. 使…从属于；把…置于次要地位；使…服从于（用于 subordinate something to something）,
subscribe to,,"预订, 同意, 订阅",
substitute for,,"代替…,替换…,取代…",
such as,,"例如..., 像这种的",
such that,,是这样,
suck knowledge into one's mind,,暂无释义，可打开词卡用有道查询,
suck up,,吸收,
suffer from,,"忍受, 遭受；[法] 患...病, 苦于, 因...损害",
suffer with,,遭受痛苦或困扰：经历或忍受某种不愉快的情况、疾病或困难。,
suffice for,,足够，满足：提供足够的数量或质量以满足某种需要或要求。,
suffice it to say,/səˈfaɪs ɪt tu seɪ/,可以说：用于引出一个简短的陈述，表示进一步讨论将是徒劳的、过长的、过于私人的等等。,
suffice it to say that,,只要说...就够了.,
sum up,,"计算...的总数, 概括, 总结；[法] 总结, 概述",
superior to,,[医]adj.优于，胜于,
sure enough,,"果然, 果真",
surplus population,,过剩人口,
surplus value,,剩余价值；[经] 剩余价值,
surrender to,,"投降, 自首",
susceptible to,/səˈseptəbl tu/,adj. 易受……影响的，对……敏感的,
suspicious of,,对……持怀疑态度：对某人或某事持怀疑、不信任的态度。,
swarms of,,一群（昆虫、鸟类等）：指大量的昆虫、鸟类等聚集在一起的情况。,
swear by,,"对...发誓, 信赖",
swear in,,使宣誓就职；[法] 使宣誓就职,
swear off,,发誓戒除；[法] 立誓弃绝,
switch off,,切断；[电] 断接,
switch on,,接通；[化] 接通,
sympathetic to,,对……表示同情：对某人或某事表示理解和同情。,
tackle sb. about sth.,,暂无释义，可打开词卡用有道查询,
tackle sb. over sth.,,暂无释义，可打开词卡用有道查询,
tackle to,,劲头十足地开始工作,
tag along,,尾随,
tail after,,"跟踪, 追随",
tail off,,"缩小, 变少",
take a bribe,,受贿赂,
take a chance,,冒险,
take a delight in,/teɪk ə dɪˈlaɪt ɪn/,喜欢，乐于：对某事或某人感到非常高兴和满意。,
take a fancy to,,喜欢,
take a gamble,/teɪk ə ˈɡæmbl/,冒险尝试：做一件可能会产生（非常）糟糕或不愉快结果的事情。,
take a hand in,,"参与,介入",
take a seat,,坐下,
take aback,,"使吃惊, 使惊呆",
take account of,,考虑,
take advantage of,,"v. 利用；欺骗, 占…的便宜",
take after,,"像, 学样；[法] 象, 相似, 追赶",
take against,,反对,
take apart,,拆开,
take as,,"把...看作是..., 把...当作是...",
take away,,取走,
take back,,"送还；[法] 撤消, 撤回, 重新获得",
take by surprise,,"使吃惊, 奇袭, 撞见",
take care,,"当心, 小心; 坚持到底",
take care of,,"照顾；[法] 抚养, 赡养, 扶养",
take care over,,暂无释义，可打开词卡用有道查询,
take caution against,,提防,
take charge,,"看管, 负责, 不受控制",
take charge of,,"掌管..., 负责..., 看管..., 不受...控制；[法] 负起管理之责, 失去控制",
take cover,,"隐蔽, 躲藏",
take delight in,,乐于,
take down,,"拿下, 记下, 拆卸, 病倒；[法] 纪录, 拆毁, 病倒",
take drastic measures,,[法] 采取严厉措施,
take effect,,"见效, 生效；[法] 生效",
take exception to,,反对；[法] 对...表示反对,
take for,,"认为, 以为；[法] 当作, 误认为",
take for granted,,[法] 认为当然,
take full advantage of,,充分利用,
take heart,,振作,
take hold,,（如通过抓握来）夺取; 扎根,
take hold of,,握住,
take in,,"接受, 接待, 吸收, 改小, 理解, 注意到, 包括, 轻信, 欺骗, 观看, 拘留；[法] 收容, 了解, 接受",
take in one's stride,,应对不幸的事情而不费力地应对：能够很好地接受或处理困难。,
take into account,,"重视, 考虑",
take into consideration,,考虑到,
take into one's confidence,,把……作为知己：指向某人透露秘密或私人信息，表达对其的信任和亲近。,
take it easy,,"从容, 不紧张",
take it for granted,,v. 视为当然,
take it seriously,,认真对待：对某事或某人采取认真的态度或行动。,
take leave,,"向…告别, 告辞",
take legal action,,[法] 起诉,
take note of,,注意到,
take notice,,注意,
take off,,"拿掉, 取消, 脱下, 领走, 减去, 复制, 起飞, 离开, 岔开；[经] 取消",
take on,,"呈现, 具有, 雇用, 接纳, 承担, 同...较量, 流行, 盛气凌人",
take one's breath away,,"使某人大吃一惊, 使某人说不出话来",
take one's cue from,,从...处得到暗示,
take one's leave,,告辞,
take one's leave of,,向……告辞：表示离开某人或某地，通常是正式或庄重的方式。,
take one's time,,从容不迫,
take out,,"拿出, 取出, 去掉, 扣除, 发泄, 抵充, 取得, 出发；[化] 取出",
take out a patent on sth.,,暂无释义，可打开词卡用有道查询,
take over,,"接收, 接管；[法] 接管, 接受, 让受",
take pains,,"尽力, 耐心",
take part,,[体]参加比赛,
take part in,,"参与, 参加；[经] 参加, 参与",
take place,,发生,
take possession of,,"占有, 占领",
take root,,"生根, 扎根",
take sb.s breath away,,暂无释义，可打开词卡用有道查询,
take shape,,"成形, 形成, 具体化",
take stock of,,"估计, 察看；[经] 估量, 观察",
take the opportunity to do sth.,,利用机会,
take the place of,,代替；[法] 代替,
take the plunge,,冒险尝试,
take the salute,,接受敬礼,
take to,,"开始, 喜欢, 沉溺于, 走向",
take to heart,,"对…想不开, 为…伤心[烦恼等]; 在乎; 在意; 介",
take to task,,"[法] 找麻烦, 责备, 指责",
take turns,,"轮流, 依次",
take up,,"拿起, 开始从事, 继续, 接纳, 吸收, 占据, 拘捕, 承兑, 认购, 绷紧；[经] 付清, 承兑(汇票), 认购(债券等)",
take up with,,"与...亲密交往, 致力于；[法] 忍受, 接受, 采用",
take with a grain of salt,,持怀疑态度，不全信：对某事持怀疑态度，不完全相信。,
take with a pinch of salt,,持怀疑态度：对某人或某事持怀疑态度，不完全相信。,
talk back,,"顶嘴, 反驳",
talk down to,/tɔːk daʊn tu/,对某人说话时过于简单，暗示他/她不聪明：指以一种过于简单的方式与某人交谈，暗示他/她不聪明。,
talk into,,说服（某人）做（某事）,
talk out of,,劝服（某人）不做（某事）,
talk over,,"商量, 讨论, 说服；[法] 以口才使改变立场, 商量, 讨论",
talk sense,,说话有道理；[法] 讲有道理的话,
talk through one's hat,,信口开河,
tangle with,,"v. 吵架, 争论",
taste of,,"有...味道, 体验, 吃一点...",
team up,,"合作, 协作",
tear apart,,扯开; 把…弄乱; 使心碎; 把…痛苦地分开,
tear at,,撕扯,
tear away,,勉强使离开; 硬行拉走,
tear down,,"扯下, 拆卸, 逐条驳斥, 诋毁",
tear into,,"洞穿, 猛攻",
tear up,,撕成碎片; 挖开（地面等）; 撕掉; 撕毁,
tell a white lie,,说善意的谎言；说了一个善良的谎言,
tell apart,,分辨,
tell from,,辨别,
tell off,,"分派出, 责备",
tell the truth,,说实话,
tend to,,"注意, 趋向",
thanks to,,由于,
that is,,(作插入语)那就是,
that is to say,,"(作插入语)那就是说, 即是, 换言之, 换句话说",
the drift of opinion,,舆论的倾向,
the exploited class,,被剥削阶级,
the exploiting class,,暂无释义，可打开词卡用有道查询,
the function of,,......的功能：用于描述某物或某事的作用、用途或职能。,
