# 考研短语表 · 共 2843 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · 考研短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
look round,,"环顾, 观光, (事先)进行全面考虑",
look through,,"看穿, 审核, 浏览, 透过...看去, 从...中显露",
look to,,"照看, 注意, 指望",
look up,,"向上看, 尊敬, 仰望, 好转, 查寻, 拜访；[计] 查阅",
look up to,,"抬头看（某人或某物）, 尊重[敬仰]（某人）; 企慕; 瞧得起; 仰慕",
loosen up,,"信口开河, 慷慨解囊, 松弛下来, 活动肌肉, 做准备动作",
lose control of,,失控,
lose heart,,丧失勇气,
lose one's head,,"被砍头, 不知所措",
lose one's heart to,,"心被...俘去, 爱上...",
lose one's heart to sb.,,暂无释义，可打开词卡用有道查询,
lose one's heart to sth.,,暂无释义，可打开词卡用有道查询,
lose one's nerve,,"不知所措, 慌张",
lose one's temper,,发脾气,
lose one's way,,迷路,
lose track,,失去联系,
lose track of,,失去线索,
lump together,,v. 把不同的人或事物归并在一起，不加区分地视为同一类，混为一谈,
lunar calendar,,阴历,
major in,,"主修, 专攻",
make a bargain with,,与某人讨价还价：在商业交易中与某人就价格或其他条件进行讨价还价。,
make a boast of,,自豪地说到...,
make a compromise,,做出妥协：在不同意见或需求之间达成一种折衷或协议，以满足各方的利益。,
make a contribution to,,为…作出贡献,
make a dash for,,冲向：迅速奔向某处。,
make a difference,,"有区别,有很大关系",
make a face,,做鬼脸,
make a fool of,,"使…成为笑柄,愚弄,欺骗",
make a fortune,,"发财,致富",
make a fuss of,,"使倍受注目,对…过分体贴",
make a living,,"谋生, 挣钱度日, 维持生活",
make a mess of,,搞糟,
make a mistake,,犯错误,
make a mock of,,嘲笑，愚弄：对某人或某事进行嘲笑或愚弄，使其成为笑柄。,
make a pledge to do,,暂无释义，可打开词卡用有道查询,
make a profit,,"获利,得益,赚钱",
make a raid on,,突袭,
make a recovery from,,暂无释义，可打开词卡用有道查询,
make a remark,,发表评论，发表言论：表达观点或意见，通常是对某个话题或情况进行简短的评价或评论。,
make a splash,,引起轰动,
make a stab at,,尝试做某事：指试图做某事，尽力去完成某项任务。,
make a thing of,,"认为…不得了,对…小题大作",
make a thing out of,,暂无释义，可打开词卡用有道查询,
make allowance for,,"体谅, 估及, 为...留余地",
make allowances for,,"[法] 体谅, 顾及",
make an abstract of,,摘要：将某事物的要点提炼出来。,
make an appointment,,与…约定,
make an effort,,努力，作出努力,
make an offer,,"[经] 提供出售, 要价",
make believe,,"假装；[法] 假装, 佯为借口, 托词",
make certain,,确定,
make contact with,,与...联系,
make do with,,设法应付,
make ends meet,,"量入为出,使收支相抵",
make every effort,,尽一切努力,
make for,,"走向, 有利于, 倾向于",
make friends,,交朋友,
make fun of,,取笑,
make haste,,赶紧,
make history,,做出永垂史册的事情,
make mention of,,提到,
make no bones about,,"对...毫不犹豫；[法] 不加挑剔, 毫无顾忌",
make no difference,,没有影响,
make no sense,,毫无意义,
make nothing of,,"弄不懂, 不以...为意",
make of,,"用...制造, 了解, 对待",
make off,,离开,
make one's acquaintance of sb.,,暂无释义，可打开词卡用有道查询,
make one's hair stand on end,,使某人毛骨悚然：使某人感到非常害怕或恐惧。,
make one's way,,"前进, 行进, 成功, 发迹",
make out,,"书写, 填写, 拼凑, 说明, 理解, 辨认出, 设法应付, 进展；[法] 开出, 写出, 看出",
make over,,"转让, 移交, 改造；[经] 把(财产)转让, 移交",
make peace with,,"讲和, 休战, 言归于好",
make progress,,取得进步/展,
make provision,/meɪk prəˈvɪʒn/,提供某物的行为,
make ready,,准备好,
make sense,,有意义,
make sure of,,确保，保证：采取措施以确保某事发生或某事物的准确性、真实性或可靠性。,
make sure that,,"查明, 弄确实, 弄清楚, 保证, 设法一定做到, 务必, 如此安排",
make the best of,,充分利用,
make the best use of,,充分利用：最大限度地利用某物或某种情况，以达到最好的效果。,
make the difference,/meɪk ðə ˈdɪfrəns/,产生重大影响：成为导致某种情况产生特定结果的因素。,
make the grade,,"成功, 爬上陡坡",
make the most of,,尽量利用,
make up,,"弥补, 赔偿, 配制, 包装, 编辑, 虚构, 缝制, 组成, 和解, 结算, 整理, 化装；[经] 弥补, 赔偿, 内部运装",
make up for,,"补偿,弥补",
make up one's mind,,"下决心, 接受, 承认",
make use of,,使用,
make way,,前进,
make way for,,让路给,
make…a top priority,,暂无释义，可打开词卡用有道查询,
many a,,许多,
map out,,制订,
mark down,,"记下, 标低价格；[法] 减价",
mark time,,"踏步, 停顿不前",
mark up,,"把...标出, 标高价格；[经] 涨价, 赊帐, 提高标价",
matter of fact,,实际上，其实,
may yet do,,暂无释义，可打开词卡用有道查询,
mean to do,/miːn tu duː/,打算做某事：表示有意愿或计划去做某事。,
measure up to,,"符合, 达到",
mediate between,/ˈmiːdieɪt bɪˈtwiːn/,调解：在两个或多个冲突方之间进行调解或斡旋，以促成达成妥协或解决争议。,
mediate in,,暂无释义，可打开词卡用有道查询,
meet with,,"偶遇, 遭受",
mess up,,"搞糟, 陷入困境, 粗暴地处理",
mess with,,"胡乱摆弄,糟蹋,与…厮混;和…一道用膳",
might as well,,"还是...的好, 不妨",
might yet do,,暂无释义，可打开词卡用有道查询,
millions of,,"成千上万的..., 无数的...",
mind your own business,,自管自吧,
miss out,,"省掉, 遗漏, 漏述",
mistake sb. for,,暂无释义，可打开词卡用有道查询,
mix up,,"混淆, 调和",
mix with,,和...混合,
model after,,以……为榜样/模范，仿效，仿照：指以某人或某物为榜样、模范或模板，模仿其行为、做法或式样；也可指以某事物为原型来设计、制作或安排。,
mop up,,"作扫尾工作, 擦, 抹, 痛击, 吃完",
more and more,,越来越多,
more often than not,,"多半, 通常",
more or less,,或多或少,
more than,,"比...多, 超出预料, 很, 绰绰",
move around,,走来走去,
move away,,离开; 搬到别处去住; 改变（见解）; 挪开,
move forward,,前进,
move off,,"离开, 死, 畅销",
move on,,继续前进,
move out,,"搬出, 出发",
move up,,"向前移动, 上升；[计] 向上移",
mow down,,摧毁,
much as,,"虽然, 尽管",
much less,,更不,
multitudes of,,大量的，许多的：表示数量非常多，形容数量极其庞大。,
murmur against,,小声抱怨,
name after,,以…的名字起名,
neither nor,,conj. 既不……也不……,
never mind,,"没关系, 不用担心",
next door,,隔壁,
next to,,几乎,
night and day,,夜以继日,
no doubt,,无疑地,
no less than,,正如,
no longer,,不再,
no matter how,,不管如何,
no matter what,,无论如何，不管怎样,
no matter when,,不管何时...,
no more,,不再,
no more than,,至多,
no sooner than,,一...就,
no wonder,,不足为奇的,
none other than,,"不是别人而正是..., 不是他物而正是...",
not as…as,,暂无释义，可打开词卡用有道查询,
not at all,,一点也不,
not in the slightest,,一点不,
not so…as,,"不如...那样..., 没有...那么...",
note down,,"记录,记下来",
nothing but,,只,
nothing more than,,不过是...,
now and then,,偶尔,
now that,,"既然..., 由于...",
nowhere near,,离...很近,
object to,,"反对,不赞成",
occupy oneself in,,从事于，忙于：专注于某项活动或工作。,
occupy oneself with,,忙于…;专注于…,
occur to,,v. （主意、想法、事实等）被想到；使（某人）想起或意识到,
odds and ends,,零星东西,
of a kind,,"同一类的, 蹩脚的",
of no account,,不重要的,
of no avail,,"无用,无效,徒劳无益",
of one's own accord,,自愿地,
off and on,,断断续续地,
off balance,,"冷不防,毫无准备地",
off duty,,下班的,
off the cuff,,"即兴地, 非正式地",
off the track,,"出轨, 离题, 出错；[法] 误入歧途",
omit doing,,暂无释义，可打开词卡用有道查询,
omit to do,,忘记做某事：意味着某人本应该做某事，但却忘记或未能做到。,
on a dime,,在很小的范围内;立刻,
on a large scale,,大规模地,
on a small scale,,小规模地：以小规模的方式进行，通常指在有限的范围内进行或实施。,
on account,,"[经] 记帐, 赊帐",
on account of,,由于,
on all accounts,,无论如何,
on an average,,"作为平均数, 通常",
on and off,,"断断续续, 有时",
on any account,,无论如何，不管怎样：表示无论发生什么情况都不允许或不愿意做某事。,
on average,,平均起来,
on behalf of,,代表...；[经] 代表,
on board,,"在船/车/飞机上, 在公共交通车辆上；[经] 已装船",
on business,,因公,
on campus,,在校内,
on condition that,,如果,
on cue,,恰好在预期或恰当的时刻出现或发生,
on demand,,"[经] 见票即付, 即期",
on duty,,"值班, 上班；[化] 值班",
on earth,,"在世上, 究竟",
on every account,,无论如何,
on file,,"存档；[法] 存档, 归档",
on fire,,"起火, 非常激动",
on foot,,"步行, 在进行中",
on good terms with,,与某人关系好,
on guard,,"在岗, 警惕",
on hand,,"在手头, 即将发生, 待处理, 在场；[化] 有现货的",
on impulse,,冲动地，凭一时冲动，未经事先考虑地,
on impulse of,,暂无释义，可打开词卡用有道查询,
on loan,,"出借,借出,供出借",
on no account,,决不,
on oath,,"发誓, 在誓言的约束下；[法] 发誓",
on occasion,,有时,
on one hand,,一方面,
"on one hand, on the other hand",,暂无释义，可打开词卡用有道查询,
on one's behalf,,"代表(某人), 为了(某人)",
on one's honor,,以某人的名誉为证：表示某人承诺会做某事。,
on one's own,,"独自地, 独立地, 主动地",
on one's own account,,"为自身利益, 靠自己；[法] 自负其责, 后果自负",
on one's own behalf,,暂无释义，可打开词卡用有道查询,
on paper,,"以书面形式, 在名义上",
on purpose,,故意做某事,
on record,,"记录在案, 在历史记录中；[法] 在案",
on sale,,"廉售的, 拍卖的",
on schedule,,按时；[化] 按计划,
on second thoughts,,进一步考虑后；[法] 经仔细考虑之后,
on short notice,,一俟通知(马上就...),
on strike,,在罢工,
on the air,,"在广播, 在电视中",
on the alert,,"警惕着, 防备着；[法] 戒备, 留意",
on the average,,平均而言; 一般来说; 通常; 平均来讲,
on the basis of,,以...为基础,
on the contrary,,"正相反；[法] 正相反, 相反地",
on the edge of,,"濒于, 几乎, 在边缘",
on the fast track,,快速发展：指在事业或职业上取得快速进展或成功。,
on the fence,,"抱观望态度, 保持中立",
on the foundation of,,在……的基础上：建立在某个基础之上，表示在某个事物或概念的基础上进行进一步的发展或构建。,
on the ground of,,"以...为理由；[法] 以...为理由, 以...为籍口",
on the ground that,,conj. 基于,
on the grounds that,,因为，由于：表示基于某种理由或原因。,
on the horizon,,在地平线上,
on the hour,,准点地,
on the impulse,,凭冲动,
on the impulse of,,凭（……的）冲动：指在某种冲动的驱使下做某事。,
on the instant,,"立即, 马上",
on the one hand,,在一方面,
"on the one hand, on the other hand",,暂无释义，可打开词卡用有道查询,
on the other hand,,另一方面,
on the outskirts,,在郊区：指位于城市或镇上较为边缘的地区，通常与市中心或市区相对。,
on the point of,,正要...的时候,
on the quiet,,暗暗地做某事,
on the rise,,"在上涨, 在增长",
on the road,,"在旅途中, 在...过程中",
on the run,,"跑着, 逃跑, 急急忙忙, 奔走, 被通辑着；[法] 在逃",
on the scale of…to,,暂无释义，可打开词卡用有道查询,
on the shelf,,"被搁置的, 束之高阁, 被废弃的, 推迟执行, 被辞退的, 无结婚希望, 死了的",
on the side,,"作为兼职, 另外",
on the sly,,秘密地做某事,
on the spot,,"当场, 立即, 在危险中, 处境尴尬；[经] 在现场, 当场, 立即",
on the spur of the moment,,凭一时冲动; 日不移晷,
on the stage,,在舞台上：指某人在舞台上表演或扮演角色。,
on the threshold of,,在……的门槛上：在一个新的重要时期或发展的开始。,
on the verge of,,"接近于, 濒临于",
on the whole,,"大体上, 基本上",
on thin ice,,如履薄冰,
on time,,"准时；[法] 准时, 按时, 按时付款",
on top of,,"熟练掌握, 在...之上, 完全控制着, 另外, 紧接着",
once and for all,,"一次了结地, 一劳永逸地, 彻底地, 永远地, 最后一次",
once for all,,"只此一次, 一劳永逸地, 彻底地",
once in a while,,偶尔,
once upon a time,,从前,
only if,,只要...就,
open up,,"展开, 给...开刀, 打开, 开发, 开办, 展示, 开始；[法] 吐露真情",
or else,,否则,
or so,,"大约, 或许, ...左右",
or something,,或是什么的,
orient to,,使适应,
orient toward,,面向，朝向，以……为方向，针对，适应于：指朝向某个方向或以某个方向为基准；指针对某个目标或对象；指适应某个情况或环境。,
originate from,,发源于,
other than,,"不同于, 除了",
ought to,,应该,
out from curiosity,,暂无释义，可打开词卡用有道查询,
out of,,"在...外, 离开..., 从...里面, 出于, 由于, 因为, 缺乏, 没有, 放弃, 丧失",
out of breath,,上气不接下气,
out of control,,"不受控制, 失去控制；[法] 不受控制",
out of curiosity,,出于好奇心,
out of danger,,脱离危险,
out of date,,"过时的, 废弃的；[化] 过期的; 过时的",
out of doors,,户外,
out of hand,,"无法控制, 脱手, 告终, 立即",
out of joint,,"脱节的, 脱臼的, 混乱的, 不协调的, 心情不好的",
out of one's accord with,,暂无释义，可打开词卡用有道查询,
out of order,,"次序颠倒, 不整齐；[化] 有故障的; 故障的",
out of place,,"不在合适位置, 不合适",
out of practice,,"荒疏的, 久不练习的",
out of question,,毫无疑问,
out of scale,,不合规定比例,
out of shape,,"走形了,变样了,不成样子;身体不佳,竞技状态不佳",
out of sight,,"在看不见的地方, 极度",
out of spite,,出于恶意,
out of step,,步调不一致；[化] 不同步,
out of stock,,"已脱销；[经] 卖完了, 无存货",
out of style,,"过时,不时兴,不时髦",
out of temper,,(对某人)生气,
out of the blue,,突然,
out of the question,,不知底细；[法] 不可能,
out of the way,,"不挡道, 不恰当, 异常, 偏僻；[法] 把...移开, 把...除掉",
out of touch,,"不联系, 不接触",
out of tune,,走调；[化] 失调,
out of work,,"失业, 机器有毛病；[化] 不能工作的; 工作有妨碍的; 失效的",
over and over,,"反复, 再三",
over and over again,,一再地,
overflow with,,充满着,
owe to,,归功于,
owe…a spite,,暂无释义，可打开词卡用有道查询,
owing to,,"由于..., 因为...",
own up,,坦白,
pack in,,"停止, 回绝, 对...不感兴趣",
pack off,,"寄出, 把...打发走, 匆匆离开",
pack up,,"打包, 整理, 收工, 结束",
package deal,,"一揽子交易；[经] 整批交易, 笼统交易",
pair off,,"成对而去, 分成一对一对",
pair with,,与...成对,
palm off,,用欺骗的手段转让或卖掉,
parcel out,,把…分成小部分,
part and parcel of,,不可或缺的一部分：指某事物的基本和必要的部分。,
part with,,"失去, 卖掉[付出]…, 与…分开; 割舍",
participate in,,"参加, 参与, 分享",
pass away,,"去世, 停止, 离去, 消逝",
pass by,,"经过, 掠过, 忽视",
pass off,,"逐渐消失, 终止, 停止, 发生, 举行, 使假冒, 忽视；[法] 骗卖, 出售假货",
pass on,,"传授, 传递",
pass out,,"分发, 昏倒, 死, 完成学业, 离去",
pass over,,"忽略, 省略, 不加考虑, 转交",
patch up,,"修补, 平息, 解决争端, 拼凑, 修改",
pave the way for,,为...铺平道路,
pay attention to,,注意,
pay back,,"偿付, 报答, 报复；[经] 付还, 偿付, 报酬率",
pay compliments to sb.,,暂无释义，可打开词卡用有道查询,
pay deal,,n. 薪酬协议，工资协议：雇主与雇员（或其工会）之间就薪资、福利等待遇达成的协议。,
pay down,,"当场支付, 用现金支付；[经] 以现金支付, 先付",
pay for,,付...款,
pay in cash,,[经] 付现钱,
pay off,,"付清, 报复, 付清工资解雇, 使人得益, 取得成功；[经] 清偿(债务), 发工资, 分配盈利",
pay up,,"全部付清, 按时付款, (在勒索下)出钱；[经] 付清, 缴清(股款等)",
peel off,,"飞机离队俯冲目标, 飞机离队降落",
peer at,,凝视,
peer pressure,,n. （通常作不可数名词）同辈压力，同伴压力，同侪压力：一个人感到必须与同龄人或所在社交群体中的其他人做相同的事情，以便得到他们的喜欢或尊重的压力感。,
peg away at,,"集中力量于,埋头做,孜孜从事",
penalty for,,处罚：指违反规定或法律所面临的惩罚或罚款。,
persist for,,持续存在或持续发生一段时间：指某种状态或事件在一段时间内持续存在或发生。,
persist in,,"坚持, 固执于",
phase in,,"逐步采用, 分阶段引入",
phase out,,"使逐步淘汰, 逐渐停止",
pick out,,挑选,
pick to pieces,/pɪk tu ˈpiːsɪz/,挑剔地批评：对某人或某事进行严格、细致的批评，挑出其中的错误或不足之处。,
pick up,,"掘地, 捡起, 获得, 学会, 看到, 中途带, 搭乘, 重新找到, 振作, 加快, 好转, 整理",
pile into,,"挤入, 进入",
pile up,,"堆积, 积累, 搁浅, 撞毁",
pitch in,,"投入, 动手干, 作出贡献",
place a premium on,,高度重视或珍视某事物：指对某事物非常重视或珍视。,
place an emphasis on,,强调，重视：在某事物中强调或突出某个方面或某个特点。,
play a part,,"扮演角色, 参与, 有影响, 装腔骗人",
play a part in,,"在…中扮演角色,在…中起作用",
play a role in,,在...起作用,
play down,,"对...不重视, 降低, 贬低, 屈尊随群",
play havoc with,,"对...遭成严重破坏, 扰乱...",
play second fiddle to,,当...的副手,
play with,,"和…一起玩耍,漫不经心地摆弄,玩弄",
plead against,,"反驳,劝人不要…",
plead for,,为...辩护,
plough through,,"驶过,穿过,乘风破浪",
plug in,,插上电源,
plunge into,,"投入, 跳入",
plunge sth. into,,暂无释义，可打开词卡用有道查询,
point of view,,"观点；[法] 论点, 见解, 立场",
point out,,指出,
poke fun at,,取笑,
poke one's nose into,,探听,
polish off,,"(飞快地)完成, 打败",
polish up,,"擦光, 使完美, 使醉",
pop up,,突然站起(或跳起),
portion out,,分配,
pose a threat to,,成为...的威胁,
post office,,邮局；[法] 邮局,n. See under 4th Post.
pour down,,"流下, （雨）倾盆而下; 向下倾注; 倾泻而下; 奔泻",
pour into,,[化] 注入,
pour out,,倒出; 使流出; 涌出; 倾诉,
praise for,,对……的赞扬/称赞：对某人或某事物的正面评价或赞美。,
pray for,,"请求, 恳求",
preferable to,/ˈprefrəbl tu/,更可取的，更好的，更优先的,
preference for,,对……的偏好，对……的偏爱,
prepare for,,准备,
preside at,,招待,
preside over,,"负责, 主持",
press on,,强加于,
presume on,,期望过多：在关系中期望过多，表现出不理解自己在关系中的角色，超出了关系的适当限制。,
prevail on,,"说服, 诱使",
prevail over,,胜过,
prevail upon,,"说服,劝说好",
prevent from,,"阻止, 妨碍",
prevent from doing,,阻止做某事：指采取行动以防止某人或某物做某事。,
previous to,,"在...前, 在...先, 在...以前",
prey on,,"捕食, 掠夺",
prick up one's ears,,竖起耳朵听,
prior to,,"在前, 居先；[经] 在...之前",
probe into,,"探究, 探索",
proficiency in,/prəˈfɪʃnsi ɪn/,熟练、精通：在某一领域、技能或语言方面具有高水平的掌握和能力。,
profit by,,从…中得到好处.得益于…,
profit from,,得益于,
prohibit sb. from doing,,禁止某人做某事：表示不允许某人进行某种行为或活动。,
prone to,,倾于…,
prop up,,"支撑, 支持",
propose doing,,建议做某事：提出或提议做某事的意愿或计划。,
propose to do,,提议做：表示建议或提议进行某项活动或任务。,
protect against,,保护，保卫,
provide for,,"作准备, 供养, 规定",
provide sb. with,,为某人提供：给予某人所需的物品、服务或支持。,
public figure,,n. 社会名人; 人士,
pull apart,,"把...撕开, 批评",
pull away,,"脱身, 离开",
pull down,,"摧毁, 推翻, 使降低, 使下跌, 使身体变差, 使萎靡, 获取；[机] 胀陷, 上模剥砂",
pull in,,"进站, 靠岸",
pull off,,"脱, 努力实现, 赢得",
pull on,,"穿, 戴, 用力拉",
pull out,,"拔出, 离开, (使)渡过难关, (使)恢复健康",
pull over,,"靠岸, 开到路边",
pull through,,"(使)渡过难关, (使)恢复健康",
pull to pieces,,把...撕成碎片,
pull together,,齐心协力,
pull up,,"拔起, 停下, 阻止",
push aside,,把...向旁边推,
push away,,继续推; 推开,
push into,/pʊʃ ˈɪntə/,推入：用力将某物推入另一个物体中。；涌入：大量的人或事物涌入某个地方。,
push up,,把...向上推,
put a premium on,,"奖励, 鼓励, 重视",
put across,,"做成, 使被接受, 欺骗",
put an emphasis on,,强调：在说话或写作时，特别强调某个词语或观点，以引起听者或读者的注意。,
put an end to,,"结束, 终止",
put aside,,"撇开, 储存...备用",
put away,,"放好, 储存...备用, 抛弃, 放弃",
put down,,"放下, 不赞成, 镇压, 取缔, 制止, 记下, 贬低, 羞辱, 削减；[法] 放下, 遏止",
put down to,,归因于,
put forward,,"放出, 拿出, 提出, 推举出；[法] 放出, 提出",
put in,,"放进, 提出, 提交, 选举, 插入, 种植, 进港, 进入；[经] 提出",
put in for,,申请,
put in motion,,使运动：启动某个过程或计划。,
put in order,,整理，排列：把东西整理好或排列好。,
put into effect,,"使生效, 执行...；[经] 执行, 使生效",
put into operation,,使生效；[化] 投入运转,
put into practice,,"实行..., 落实...；[经] 实行, 落实",
put off,,"推迟, 拖延, 搪塞, 阻止, 脱掉, 扔掉, 使分心, 使厌恶, 出航；[经] 推迟",
put on,,"把...放上去, 穿上, 假装, 增加, 上演, 使...上场, 使起作用, 施加于",
put out,,"放出, 伸出, 生产, 出版, 发布, 熄灭, 消除, 使困扰, 使脱臼, 把...杀出局, 出航；[化] 关; 停止",
put over,,"使转向, 推迟, 拖延, 使被接受, 驶过",
put right,,"使恢复正常, 纠正错误",
put sb. through,,替某人接通电话,
put to death,,杀死；[法] 处死,
put to use,,"使用, 利用",
put up,,"举起, 抬起, 进行, 推举, 参加竞选, 提供, 建造, 接待, 包装, 公布, 上演；[化] 搭架",
put up with,,"忍受, 容忍；[法] 容忍",
puzzle out,,推测出,
puzzle over,,苦苦思考,
qualify for,,有资格,
quantify the risks of,,暂无释义，可打开词卡用有道查询,
quest for,,"追求, 探索",
queue for,,排队等候：在某个地方或场合中按照先后顺序排队等待。,
quite a few,,相当多的,
quite a little,,"许多, 很多, 相当多, 不少",
quite a number of,,相当多的,
rail against,,"责骂,挑剔,抱怨",
rail at,,"责骂,挑剔,抱怨",
raise eyebrows,,"扬起眉毛,使怀疑,使吃惊",
range between,/reɪndʒ bɪˈtwiːn/,在……之间变化：指某个数值或范围在两个限定值之间变化。,
range from…to,,"从...到...(不等), 范围从...到...",
range over,,"包括,涉及;在…徘徊",
rap out,,"突然说出,厉声喝道",
rare bird,,"n. 稀有的人或物, 珍品; 珍禽",
rather than,,与其...不如...,
rattle off,,adv. 急促背诵地,
rattle on,,v. 喋喋不休地说; 开连珠炮,
reach a compromise over,,暂无释义，可打开词卡用有道查询,
reach a settlement,,达成协议：双方或多方在争议或谈判中达成共识或协议。,
reach an agreement,,达成协议,
react against,,反抗,
react on,,起作用于,
react to,,作出反应,
react upon,,对……产生反应或影响：指某事物对另一事物产生反应或影响。,
read through,,把...从头看到尾；[化] 连读,
reckon as,/ˈrekən æz/,视为：认为是。,
reckon in,,把…算进去,
reckon on,,"指望, 依赖",
reckon upon,,依赖，指望：指期望或依赖某人或某事的发生。,
reckon with,,"和...算帐, 认真对付",
reckon…to be,,暂无释义，可打开词卡用有道查询,
reconcile to,/ˈrekənsaɪl tu/,使接受（不愉快的事物）：将某人接受某件不愉快的事物。；使顺从，使甘心：使某人顺从或甘心接受某事物。,
recover from,,"恢复知觉, 恢复",
reel off,,一口气报出,
refer to,,"查阅, 提到, 谈到, 打听",
refer to…as,,被称为，被认为,
reflect on,,"深思, 反省, 导致, 招致非议",
refrain from,,"忍住, 节制, 戒除",
regard as,,把...认作,
regardless of,,"不注意, 不关心",
register for,,"登记参加,报名参加",
register with,,"向…登记,给…留下印象",
reign over,,统治：指某人或某物在某个领域或范围内拥有权力或控制力。；主宰：指某人或某物在某个领域或范围内占据主导地位或控制权。,
rein in,,"放慢, 止住, 控制",
relate to,,涉及,
relate with,/rɪˈleɪt wɪð/,与……有关：与某事物或某人有联系或关联。,
relevant to,,[医]adj.有关的,
relieve sb. of,,取走某人携带的东西，以有益或礼貌的方式：指以有益或礼貌的方式帮助某人解除负担或责任，通常是指从某人身上拿走某物。,
reluctant to do,,不情愿做某事：表示不愿意或不情愿去做某件事情。,
rely on,,"依赖, 依靠",
rely upon,,信赖，依赖,
remark on,,"评论, 议论",
remark up on,,暂无释义，可打开词卡用有道查询,
remedy for,,治疗方法：用于描述某种疾病或问题的治疗方法。,
remind sb. of sth.,,"使某人想起某事,提醒某人某事",
renege on,,v. 食言；背弃（诺言、协议等），不履行承诺或义务,
reply to,,回答,
require of,,对…的要求,
reside in,,存在,
resistance to,/rɪˈzɪstəns tu/,对……的抵抗、抵制；对……的抵抗力、抗性,
resistant to,,[医]adj.有抵抗力的，耐药的,
resolve into,,"分解成,还原成…",
resolve on,,"决心…,决定…",
resort to,,"诉诸于, 采取；[法] 诉诸",
respond to,,"答复,响应,对…作出反应",
response to,,对……的回答、回应或反应；对……的应对,
rest on,,"被搁在, 停留在, 信赖",
rest upon,,基于，取决于，依赖于；（目光）停留在……上，注视；（责任、义务等）落在……身上，由……承担,
restrain sb. from doing,,暂无释义，可打开词卡用有道查询,
restrict to,/rɪˈstrɪkt tu/,把（某人、某活动或某事物）限制或限定在某个范围、数量或限度内，使其不超过该限度（被动式 be restricted to 表示“仅限于、只限于”）,
result from,,"由...产生；[法] 由于, 由...引起",
result in,,"导致；[法] 产生, 导致",
return to,,回复到...,
revolt against,,"厌恶, 反感",
revolve around,,"旋转, 绕转; 环绕",
rid sb. of sth.,,暂无释义，可打开词卡用有道查询,
rifle through,,v. 匆忙翻找：快速而粗略地翻查某物，通常是为了寻找或偷取某物。,
ring off,,挂断电话,
ripe for,,发展到适合某事发生的条件：指某个领域或情境已经准备好、适合某种行动或事件发生。,
rise above,/raɪz əˈbʌv/,v. 克服，摆脱：不让自己受到困难、偏见等不利事物的影响、伤害或控制；超越，胜过：比某人或某事物更好、更出色；升到…之上，超过：向上移动至某位置之上，或温度、数量、水平等升高并超过某一标准。,
rival in sth.,,暂无释义，可打开词卡用有道查询,
rob of,,抢劫,
root in,,来源于,
rope in,,<非正>说服（某人）（参与某项活动）; 拉拢; 笼络,
round the clock,,连续一整天,
rub out,,擦掉,
rule out,,"划去, 排除, 取消；[经] 排除",
run a fever,,发烧,
run across,,"偶遇, 跑着穿过",
run away with,,"带...潜逃, 轻易获得, 消耗, 轻易接受, 失控；[法] 潜逃, 同...私奔",
run counter to,,"违反, 背道而驰",
run down,,"跑下, 用完, 停止, 逐渐恶化, 撞倒, 搜索到, 追溯, 贬低；[法] 停止, 诽谤, 搜捕",
run dry,,[化] 在干燥的情况下操作,
run for,,竞选,
run into,,"跑进, 撞上, 遭遇, 陷入, 达到",
run low,,"减少；[经] 缺乏, 不足",
run off,,"逃跑, 流掉, 进行决赛, 进行；[经] 市场上最后一笔交易, 最后价格",
run out,,"跑出, 离开, 流逝, 期满, 被用完, 被放出去, 伸向, 逐出；[法] 背弃, 遗弃, 逃避",
run out of,,用完,
run over,,"跑过去, 溢出, 超过限度, 扼要复述, 匆匆看, 辗过；[化] 沸腾翻出",
run parallel to,,"与…平行,和…同时",
run parallel with,/rʌn ˈpærəlel wɪð/,与……平行：指两条线或路径在同一方向上，但不相交或交叉。,
run riot,,"跟错踪迹, 胡闹, 肆无忌惮, 茂盛",
run short,,"不足, 快用完, 渐缺；[经] 不足, 快用完",
run the risk of,,"冒...的危险, 冒...的风险",
run through,,"跑着穿过, 刺, 戳, 排练, 挥霍, 贯穿",
run to,,"跑向, 达到, 发展到, 趋向",
run up,,"向上跑, 赶制, 迅速积累, 升, 高涨；[经] (债款等)迅速累积, 台高(价格),(物价)高涨",
rush into,,仓促行动,
rush off,,仓促跑掉,
rush through,,"匆忙做完,草草完成;掠过",
sacrifice for,,为……而牺牲：为了某个目的或人而放弃自己的利益或舒适，做出牺牲。,
sacrifice to,/ˈsækrɪfaɪs tu/,献祭给：为了某种目的而将某物献给神灵或其他超自然力量。；为了……而牺牲：为了实现某种目标或追求某种价值观而放弃自己的利益或舒适。,
sand up to,,暂无释义，可打开词卡用有道查询,
saturate with,,使饱和,
save for,,存钱作…之用,
save on,,"节省,节约",
scale back,,vt. 按比例缩减，相应缩减,
scale down,,[计] 按比例缩小；[化] 按比例缩小,
scare sb. stiff,,把某人吓呆,
scout about for,,到处搜索,
scout around for,,四处搜寻：到处寻找某物或某人。,
scramble for,,"争夺, 勉强拼凑",
scrape by,,靠…勉强度日,
scrape through,,勉强通过,
scrape together,,"积蓄,凑集,勉强凑足",
